year	lyear	pc8	lpc8	entry	exit	lcount	count	oto	otm	mto	mtm	unchanged
2012	2011	20132477	20132477	0	0	1	1	0	0	0	0	1
2013	2012	20132477	20132477	0	0	1	1	0	0	0	0	1
2014	2013	20132477	20132477	0	0	1	1	0	0	0	0	1
2008	2007	20132477	24131477	0	0	1	1	1	0	0	0	0
2009	2008	20132525	20132525	0	0	1	1	0	0	0	0	1
2010	2009	20132525	20132525	0	0	1	1	0	0	0	0	1
2011	2010	20132525	20132525	0	0	1	1	0	0	0	0	1
2012	2011	20132525	20132525	0	0	1	1	0	0	0	0	1
2013	2012	20132525	20132525	0	0	1	1	0	0	0	0	1
2014	2013	20132525	20132525	0	0	1	1	0	0	0	0	1
2008	2007	20132525	24131525	0	0	1	1	1	0	0	0	0
2009	2008	20132527	20132527	0	0	1	1	0	0	0	0	1
2010	2009	20132527	20132527	0	0	1	1	0	0	0	0	1
2011	2010	20132527	20132527	0	0	1	1	0	0	0	0	1
2012	2011	20132527	20132527	0	0	1	1	0	0	0	0	1
2013	2012	20132527	20132527	0	0	1	1	0	0	0	0	1
2014	2013	20132527	20132527	0	0	1	1	0	0	0	0	1
2008	2007	20132527	24131527	0	0	1	1	1	0	0	0	0
2010	2009	20132530	20132530	0	0	1	1	0	0	0	0	1
2011	2010	20132530	20132530	0	0	1	1	0	0	0	0	1
2012	2011	20132530	20132530	0	0	1	1	0	0	0	0	1
2013	2012	20132530	20132530	0	0	1	1	0	0	0	0	1
2014	2013	20132530	20132530	0	0	1	1	0	0	0	0	1
2009	2008	20132530	20132535	0	0	2	1	0	0	1	0	0
2009	2008	20132530	20132537	0	0	2	1	0	0	1	0	0
2008	2007	20132535	24131535	0	0	1	1	1	0	0	0	0
2008	2007	20132537	24131537	0	0	1	1	1	0	0	0	0
2009	2008	20132550	20132550	0	0	1	1	0	0	0	0	1
2010	2009	20132550	20132550	0	0	1	1	0	0	0	0	1
2011	2010	20132550	20132550	0	0	1	1	0	0	0	0	1
2012	2011	20132550	20132550	0	0	1	1	0	0	0	0	1
2013	2012	20132550	20132550	0	0	1	1	0	0	0	0	1
2014	2013	20132550	20132550	0	0	1	1	0	0	0	0	1
2008	2007	20132550	24131550	0	0	1	1	1	0	0	0	0
2009	2008	20132560	20132560	0	0	1	1	0	0	0	0	1
2010	2009	20132560	20132560	0	0	1	1	0	0	0	0	1
2011	2010	20132560	20132560	0	0	1	1	0	0	0	0	1
2012	2011	20132560	20132560	0	0	1	1	0	0	0	0	1
2013	2012	20132560	20132560	0	0	1	1	0	0	0	0	1
2014	2013	20132560	20132560	0	0	1	1	0	0	0	0	1
2008	2007	20132560	24131560	0	0	1	1	1	0	0	0	0
2009	2008	20132570	20132570	0	0	1	1	0	0	0	0	1
2010	2009	20132570	20132570	0	0	1	1	0	0	0	0	1
2011	2010	20132570	20132570	0	0	1	1	0	0	0	0	1
2012	2011	20132570	20132570	0	0	1	1	0	0	0	0	1
2013	2012	20132570	20132570	0	0	1	1	0	0	0	0	1
2014	2013	20132570	20132570	0	0	1	1	0	0	0	0	1
2008	2007	20132570	24131570	0	0	1	1	1	0	0	0	0
2009	2008	20132580	20132580	0	0	1	1	0	0	0	0	1
2010	2009	20132580	20132580	0	0	1	1	0	0	0	0	1
2011	2010	20132580	20132580	0	0	1	1	0	0	0	0	1
2012	2011	20132580	20132580	0	0	1	1	0	0	0	0	1
2013	2012	20132580	20132580	0	0	1	1	0	0	0	0	1
2014	2013	20132580	20132580	0	0	1	1	0	0	0	0	1
2008	2007	20132580	24131580	0	0	1	1	1	0	0	0	0
2009	2008	20133110	20133110	0	0	1	1	0	0	0	0	1
2010	2009	20133110	20133110	0	0	1	1	0	0	0	0	1
2011	2010	20133110	20133110	0	0	1	1	0	0	0	0	1
2012	2011	20133110	20133110	0	0	1	1	0	0	0	0	1
2013	2012	20133110	20133110	0	0	1	1	0	0	0	0	1
2014	2013	20133110	20133110	0	0	1	1	0	0	0	0	1
2008	2007	20133110	24132110	0	0	1	1	1	0	0	0	0
2009	2008	20133130	20133130	0	0	1	1	0	0	0	0	1
2010	2009	20133130	20133130	0	0	1	1	0	0	0	0	1
2011	2010	20133130	20133130	0	0	1	1	0	0	0	0	1
2012	2011	20133130	20133130	0	0	1	1	0	0	0	0	1
2013	2012	20133130	20133130	0	0	1	1	0	0	0	0	1
2014	2013	20133130	20133130	0	0	1	1	0	0	0	0	1
2008	2007	20133130	24132130	0	0	1	1	1	0	0	0	0
2009	2008	20133150	20133150	0	0	1	1	0	0	0	0	1
2010	2009	20133150	20133150	0	0	1	1	0	0	0	0	1
2011	2010	20133150	20133150	0	0	1	1	0	0	0	0	1
2012	2011	20133150	20133150	0	0	1	1	0	0	0	0	1
2013	2012	20133150	20133150	0	0	1	1	0	0	0	0	1
2014	2013	20133150	20133150	0	0	1	1	0	0	0	0	1
2008	2007	20133150	24132150	0	0	1	1	1	0	0	0	0
2009	2008	20133170	20133170	0	0	1	1	0	0	0	0	1
2010	2009	20133170	20133170	0	0	1	1	0	0	0	0	1
2011	2010	20133170	20133170	0	0	1	1	0	0	0	0	1
2012	2011	20133170	20133170	0	0	1	1	0	0	0	0	1
2013	2012	20133170	20133170	0	0	1	1	0	0	0	0	1
2014	2013	20133170	20133170	0	0	1	1	0	0	0	0	1
2008	2007	20133170	24132170	0	0	1	1	1	0	0	0	0
2009	2008	20133230	20133230	0	0	1	1	0	0	0	0	1
2010	2009	20133230	20133230	0	0	1	1	0	0	0	0	1
2011	2010	20133230	20133230	0	0	1	1	0	0	0	0	1
2012	2011	20133230	20133230	0	0	1	1	0	0	0	0	1
2013	2012	20133230	20133230	0	0	1	1	0	0	0	0	1
2014	2013	20133230	20133230	0	0	1	1	0	0	0	0	1
2008	2007	20133230	24132235	0	0	2	1	0	0	1	0	0
2008	2007	20133230	24132239	0	0	2	1	0	0	1	0	0
2009	2008	20133250	20133250	0	0	1	1	0	0	0	0	1
2010	2009	20133250	20133250	0	0	1	1	0	0	0	0	1
2011	2010	20133250	20133250	0	0	1	1	0	0	0	0	1
2012	2011	20133250	20133250	0	0	1	1	0	0	0	0	1
2013	2012	20133250	20133250	0	0	1	1	0	0	0	0	1
2014	2013	20133250	20133250	0	0	1	1	0	0	0	0	1
2008	2007	20133250	24132255	0	0	2	1	0	0	1	0	0
2008	2007	20133250	24132259	0	0	2	1	0	0	1	0	0
2009	2008	20134110	20134110	0	0	1	1	0	0	0	0	1
2010	2009	20134110	20134110	0	0	1	1	0	0	0	0	1
2011	2010	20134110	20134110	0	0	1	1	0	0	0	0	1
2012	2011	20134110	20134110	0	0	1	1	0	0	0	0	1
2013	2012	20134110	20134110	0	0	1	1	0	0	0	0	1
2014	2013	20134110	20134110	0	0	1	1	0	0	0	0	1
2008	2007	20134110	24133113	0	0	2	1	0	0	1	0	0
2008	2007	20134110	24133115	0	0	2	1	0	0	1	0	0
2009	2008	20134133	20134133	0	0	1	1	0	0	0	0	1
2010	2009	20134133	20134133	0	0	1	1	0	0	0	0	1
2011	2010	20134133	20134133	0	0	1	1	0	0	0	0	1
2012	2011	20134133	20134133	0	0	1	1	0	0	0	0	1
2013	2012	20134133	20134133	0	0	1	1	0	0	0	0	1
2014	2013	20134133	20134133	0	0	1	1	0	0	0	0	1
2008	2007	20134133	24133133	0	0	1	1	1	0	0	0	0
2009	2008	20134135	20134135	0	0	1	1	0	0	0	0	1
2010	2009	20134135	20134135	0	0	1	1	0	0	0	0	1
2011	2010	20134135	20134135	0	0	1	1	0	0	0	0	1
2012	2011	20134135	20134135	0	0	1	1	0	0	0	0	1
2013	2012	20134135	20134135	0	0	1	1	0	0	0	0	1
2014	2013	20134135	20134135	0	0	1	1	0	0	0	0	1
2008	2007	20134135	24133135	0	0	1	1	1	0	0	0	0
2009	2008	20134151	20134151	0	0	1	1	0	0	0	0	1
2010	2009	20134151	20134151	0	0	1	1	0	0	0	0	1
2011	2010	20134151	20134151	0	0	1	1	0	0	0	0	1
2012	2011	20134151	20134151	0	0	1	1	0	0	0	0	1
2013	2012	20134151	20134151	0	0	1	1	0	0	0	0	1
2014	2013	20134151	20134151	0	0	1	1	0	0	0	0	1
2008	2007	20134151	24133153	0	0	2	1	0	0	1	0	0
2008	2007	20134151	24133155	0	0	2	1	0	0	1	0	0
2009	2008	20134157	20134157	0	0	1	1	0	0	0	0	1
2010	2009	20134157	20134157	0	0	1	1	0	0	0	0	1
2011	2010	20134157	20134157	0	0	1	1	0	0	0	0	1
2012	2011	20134157	20134157	0	0	1	1	0	0	0	0	1
2013	2012	20134157	20134157	0	0	1	1	0	0	0	0	1
2014	2013	20134157	20134157	0	0	1	1	0	0	0	0	1
2008	2007	20134157	24133157	0	0	1	1	1	0	0	0	0
2009	2008	20134173	20134173	0	0	1	1	0	0	0	0	1
2010	2009	20134173	20134173	0	0	1	1	0	0	0	0	1
2011	2010	20134173	20134173	0	0	1	1	0	0	0	0	1
2012	2011	20134173	20134173	0	0	1	1	0	0	0	0	1
2013	2012	20134173	20134173	0	0	1	1	0	0	0	0	1
2014	2013	20134173	20134173	0	0	1	1	0	0	0	0	1
2008	2007	20134173	24133173	0	0	1	1	1	0	0	0	0
2009	2008	20134175	20134175	0	0	1	1	0	0	0	0	1
2010	2009	20134175	20134175	0	0	1	1	0	0	0	0	1
2011	2010	20134175	20134175	0	0	1	1	0	0	0	0	1
2012	2011	20134175	20134175	0	0	1	1	0	0	0	0	1
2013	2012	20134175	20134175	0	0	1	1	0	0	0	0	1
2014	2013	20134175	20134175	0	0	1	1	0	0	0	0	1
2008	2007	20134175	24133175	0	0	1	1	1	0	0	0	0
2009	2008	20134210	20134210	0	0	1	1	0	0	0	0	1
2010	2009	20134210	20134210	0	0	1	1	0	0	0	0	1
2011	2010	20134210	20134210	0	0	1	1	0	0	0	0	1
2012	2011	20134210	20134210	0	0	1	1	0	0	0	0	1
2013	2012	20134210	20134210	0	0	1	1	0	0	0	0	1
2014	2013	20134210	20134210	0	0	1	1	0	0	0	0	1
2008	2007	20134210	24133210	0	0	1	1	1	0	0	0	0
2009	2008	20134220	20134220	0	0	1	1	0	0	0	0	1
2010	2009	20134220	20134220	0	0	1	1	0	0	0	0	1
2011	2010	20134220	20134220	0	0	1	1	0	0	0	0	1
2012	2011	20134220	20134220	0	0	1	1	0	0	0	0	1
2013	2012	20134220	20134220	0	0	1	1	0	0	0	0	1
2014	2013	20134220	20134220	0	0	1	1	0	0	0	0	1
2008	2007	20134220	24133220	0	0	1	1	1	0	0	0	0
2009	2008	20134230	20134230	0	0	1	1	0	0	0	0	1
2010	2009	20134230	20134230	0	0	1	1	0	0	0	0	1
2011	2010	20134230	20134230	0	0	1	1	0	0	0	0	1
2012	2011	20134230	20134230	0	0	1	1	0	0	0	0	1
2013	2012	20134230	20134230	0	0	1	1	0	0	0	0	1
2014	2013	20134230	20134230	0	0	1	1	0	0	0	0	1
2008	2007	20134230	24133230	0	0	1	1	1	0	0	0	0
2009	2008	20134240	20134240	0	0	1	1	0	0	0	0	1
2010	2009	20134240	20134240	0	0	1	1	0	0	0	0	1
2011	2010	20134240	20134240	0	0	1	1	0	0	0	0	1
2012	2011	20134240	20134240	0	0	1	1	0	0	0	0	1
2013	2012	20134240	20134240	0	0	1	1	0	0	0	0	1
2014	2013	20134240	20134240	0	0	1	1	0	0	0	0	1
2008	2007	20134240	24133240	0	0	1	1	1	0	0	0	0
2009	2008	20134270	20134270	0	0	1	1	0	0	0	0	1
2010	2009	20134270	20134270	0	0	1	1	0	0	0	0	1
2011	2010	20134270	20134270	0	0	1	1	0	0	0	0	1
2012	2011	20134270	20134270	0	0	1	1	0	0	0	0	1
2013	2012	20134270	20134270	0	0	1	1	0	0	0	0	1
2014	2013	20134270	20134270	0	0	1	1	0	0	0	0	1
2008	2007	20134270	24133270	0	0	1	1	1	0	0	0	0
2009	2008	20134280	20134280	0	0	1	1	0	0	0	0	1
2010	2009	20134280	20134280	0	0	1	1	0	0	0	0	1
2011	2010	20134280	20134280	0	0	1	1	0	0	0	0	1
2012	2011	20134280	20134280	0	0	1	1	0	0	0	0	1
2013	2012	20134280	20134280	0	0	1	1	0	0	0	0	1
2014	2013	20134280	20134280	0	0	1	1	0	0	0	0	1
2008	2007	20134280	24133250	0	0	2	1	0	0	1	0	0
2008	2007	20134280	24133260	0	0	2	1	0	0	1	0	0
2009	2008	20134310	20134310	0	0	1	1	0	0	0	0	1
2010	2009	20134310	20134310	0	0	1	1	0	0	0	0	1
2011	2010	20134310	20134310	0	0	1	1	0	0	0	0	1
2012	2011	20134310	20134310	0	0	1	1	0	0	0	0	1
2013	2012	20134310	20134310	0	0	1	1	0	0	0	0	1
2014	2013	20134310	20134310	0	0	1	1	0	0	0	0	1
2008	2007	20134310	24133310	0	0	1	1	1	0	0	0	0
2009	2008	20134320	20134320	0	0	1	1	0	0	0	0	1
2010	2009	20134320	20134320	0	0	1	1	0	0	0	0	1
2011	2010	20134320	20134320	0	0	1	1	0	0	0	0	1
2012	2011	20134320	20134320	0	0	1	1	0	0	0	0	1
2013	2012	20134320	20134320	0	0	1	1	0	0	0	0	1
2014	2013	20134320	20134320	0	0	1	1	0	0	0	0	1
2008	2007	20134320	24133320	0	0	1	1	1	0	0	0	0
2009	2008	20134340	20134340	0	0	1	1	0	0	0	0	1
2010	2009	20134340	20134340	0	0	1	1	0	0	0	0	1
2011	2010	20134340	20134340	0	0	1	1	0	0	0	0	1
2012	2011	20134340	20134340	0	0	1	1	0	0	0	0	1
2013	2012	20134340	20134340	0	0	1	1	0	0	0	0	1
2014	2013	20134340	20134340	0	0	1	1	0	0	0	0	1
2008	2007	20134340	24133340	0	0	1	1	1	0	0	0	0
2009	2008	20134390	20134390	0	0	1	1	0	0	0	0	1
2010	2009	20134390	20134390	0	0	1	1	0	0	0	0	1
2011	2010	20134390	20134390	0	0	1	1	0	0	0	0	1
2012	2011	20134390	20134390	0	0	1	1	0	0	0	0	1
2013	2012	20134390	20134390	0	0	1	1	0	0	0	0	1
2014	2013	20134390	20134390	0	0	1	1	0	0	0	0	1
2008	2007	20134390	24133330	0	0	5	1	0	0	1	0	0
2008	2007	20134390	24133350	0	0	5	1	0	0	1	0	0
2008	2007	20134390	24133371	0	0	5	1	0	0	1	0	0
2008	2007	20134390	24133373	0	0	5	1	0	0	1	0	0
2008	2007	20134390	24133377	0	0	5	1	0	0	1	0	0
2009	2008	20135110	20135110	0	0	1	1	0	0	0	0	1
2010	2009	20135110	20135110	0	0	1	1	0	0	0	0	1
2011	2010	20135110	20135110	0	0	1	1	0	0	0	0	1
2012	2011	20135110	20135110	0	0	1	1	0	0	0	0	1
2013	2012	20135110	20135110	0	0	1	1	0	0	0	0	1
2014	2013	20135110	20135110	0	0	1	1	0	0	0	0	1
2008	2007	20135110	24134140	0	0	3	1	0	0	1	0	0
2008	2007	20135110	24134150	0	0	3	1	0	0	1	0	0
2008	2007	20135110	24134160	0	0	3	1	0	0	1	0	0
2009	2008	20135125	20135125	0	0	1	1	0	0	0	0	1
2010	2009	20135125	20135125	0	0	1	1	0	0	0	0	1
2011	2010	20135125	20135125	0	0	1	1	0	0	0	0	1
2012	2011	20135125	20135125	0	0	1	1	0	0	0	0	1
2013	2012	20135125	20135125	0	0	1	1	0	0	0	0	1
2014	2013	20135125	20135125	0	0	1	1	0	0	0	0	1
2008	2007	20135125	24134125	0	0	1	1	1	0	0	0	0
2009	2008	20135175	20135175	0	0	1	1	0	0	0	0	1
2010	2009	20135175	20135175	0	0	1	1	0	0	0	0	1
2011	2010	20135175	20135175	0	0	1	1	0	0	0	0	1
2012	2011	20135175	20135175	0	0	1	1	0	0	0	0	1
2013	2012	20135175	20135175	0	0	1	1	0	0	0	0	1
2014	2013	20135175	20135175	0	0	1	1	0	0	0	0	1
2008	2007	20135175	24134175	0	0	1	1	1	0	0	0	0
2009	2008	20135183	20135183	0	0	1	1	0	0	0	0	1
2010	2009	20135183	20135183	0	0	1	1	0	0	0	0	1
2011	2010	20135183	20135183	0	0	1	1	0	0	0	0	1
2012	2011	20135183	20135183	0	0	1	1	0	0	0	0	1
2013	2012	20135183	20135183	0	0	1	1	0	0	0	0	1
2014	2013	20135183	20135183	0	0	1	1	0	0	0	0	1
2008	2007	20135183	24134183	0	0	1	1	1	0	0	0	0
2009	2008	20135185	20135185	0	0	1	1	0	0	0	0	1
2010	2009	20135185	20135185	0	0	1	1	0	0	0	0	1
2011	2010	20135185	20135185	0	0	1	1	0	0	0	0	1
2012	2011	20135185	20135185	0	0	1	1	0	0	0	0	1
2013	2012	20135185	20135185	0	0	1	1	0	0	0	0	1
2014	2013	20135185	20135185	0	0	1	1	0	0	0	0	1
2008	2007	20135185	24134185	0	0	1	1	1	0	0	0	0
2009	2008	20135250	20135250	0	0	1	1	0	0	0	0	1
2010	2009	20135250	20135250	0	0	1	1	0	0	0	0	1
2011	2010	20135250	20135250	0	0	1	1	0	0	0	0	1
2012	2011	20135250	20135250	0	0	1	1	0	0	0	0	1
2013	2012	20135250	20135250	0	0	1	1	0	0	0	0	1
2014	2013	20135250	20135250	0	0	1	1	0	0	0	0	1
2008	2007	20135250	24134250	0	0	1	1	1	0	0	0	0
2009	2008	20135270	20135270	0	0	1	1	0	0	0	0	1
2010	2009	20135270	20135270	0	0	1	1	0	0	0	0	1
2011	2010	20135270	20135270	0	0	1	1	0	0	0	0	1
2012	2011	20135270	20135270	0	0	1	1	0	0	0	0	1
2013	2012	20135270	20135270	0	0	1	1	0	0	0	0	1
2014	2013	20135270	20135270	0	0	1	1	0	0	0	0	1
2008	2007	20135270	24134270	0	0	1	1	1	0	0	0	0
2013	2012	20135275	20135275	0	0	1	1	0	0	0	0	1
2014	2013	20135275	20135275	0	0	1	1	0	0	0	0	1
2012	2011	20135275		1	0	0	0	0	0	0	0	0
2009	2008	20135290	20135290	0	0	1	1	0	0	0	0	1
2010	2009	20135290	20135290	0	0	1	1	0	0	0	0	1
2011	2010	20135290	20135290	0	0	1	1	0	0	0	0	1
2012	2011	20135290	20135290	0	0	1	1	0	0	0	0	1
2013	2012	20135290	20135290	0	0	1	1	0	0	0	0	1
2014	2013	20135290	20135290	0	0	1	1	0	0	0	0	1
2008	2007	20135290	24134290	0	0	1	1	1	0	0	0	0
2009	2008	20136100	20136100	0	0	1	1	0	0	0	0	1
2010	2009	20136100	20136100	0	0	1	1	0	0	0	0	1
2011	2010	20136100	20136100	0	0	1	1	0	0	0	0	1
2012	2011	20136100	20136100	0	0	1	1	0	0	0	0	1
2013	2012	20136100	20136100	0	0	1	1	0	0	0	0	1
2014	2013	20136100	20136100	0	0	1	1	0	0	0	0	1
2008	2007	20136100	24135100	0	0	1	1	1	0	0	0	0
2009	2008	20136220	20136220	0	0	1	1	0	0	0	0	1
2010	2009	20136220	20136220	0	0	1	1	0	0	0	0	1
2011	2010	20136220	20136220	0	0	1	1	0	0	0	0	1
2012	2011	20136220	20136220	0	0	1	1	0	0	0	0	1
2013	2012	20136220	20136220	0	0	1	1	0	0	0	0	1
2014	2013	20136220	20136220	0	0	1	1	0	0	0	0	1
2008	2007	20136220	24135220	0	0	1	1	1	0	0	0	0
2009	2008	20136230	20136230	0	0	1	1	0	0	0	0	1
2010	2009	20136230	20136230	0	0	1	1	0	0	0	0	1
2011	2010	20136230	20136230	0	0	1	1	0	0	0	0	1
2012	2011	20136230	20136230	0	0	1	1	0	0	0	0	1
2013	2012	20136230	20136230	0	0	1	1	0	0	0	0	1
2014	2013	20136230	20136230	0	0	1	1	0	0	0	0	1
2008	2007	20136230	24135250	0	0	2	1	0	0	1	0	0
2008	2007	20136230	24135260	0	0	2	1	0	0	1	0	0
2009	2008	20136240	20136240	0	0	1	1	0	0	0	0	1
2010	2009	20136240	20136240	0	0	1	1	0	0	0	0	1
2011	2010	20136240	20136240	0	0	1	1	0	0	0	0	1
2012	2011	20136240	20136240	0	0	1	1	0	0	0	0	1
2013	2012	20136240	20136240	0	0	1	1	0	0	0	0	1
2014	2013	20136240	20136240	0	0	1	1	0	0	0	0	1
2008	2007	20136240	24135240	0	0	1	1	1	0	0	0	0
2009	2008	20136270	20136270	0	0	1	1	0	0	0	0	1
2010	2009	20136270	20136270	0	0	1	1	0	0	0	0	1
2011	2010	20136270	20136270	0	0	1	1	0	0	0	0	1
2012	2011	20136270	20136270	0	0	1	1	0	0	0	0	1
2013	2012	20136270	20136270	0	0	1	1	0	0	0	0	1
2014	2013	20136270	20136270	0	0	1	1	0	0	0	0	1
2008	2007	20136270	24135270	0	0	1	1	1	0	0	0	0
2009	2008	20136280	20136280	0	0	1	1	0	0	0	0	1
2010	2009	20136280	20136280	0	0	1	1	0	0	0	0	1
2011	2010	20136280	20136280	0	0	1	1	0	0	0	0	1
2012	2011	20136280	20136280	0	0	1	1	0	0	0	0	1
2013	2012	20136280	20136280	0	0	1	1	0	0	0	0	1
2014	2013	20136280	20136280	0	0	1	1	0	0	0	0	1
2008	2007	20136280	24135280	0	0	1	1	1	0	0	0	0
2009	2008	20136300	20136300	0	0	1	1	0	0	0	0	1
2010	2009	20136300	20136300	0	0	1	1	0	0	0	0	1
2011	2010	20136300	20136300	0	0	1	1	0	0	0	0	1
2012	2011	20136300	20136300	0	0	1	1	0	0	0	0	1
2013	2012	20136300	20136300	0	0	1	1	0	0	0	0	1
2014	2013	20136300	20136300	0	0	1	1	0	0	0	0	1
2008	2007	20136300	24135300	0	0	1	1	1	0	0	0	0
2009	2008	20136450	20136450	0	0	1	1	0	0	0	0	1
2010	2009	20136450	20136450	0	0	1	1	0	0	0	0	1
2011	2010	20136450	20136450	0	0	1	1	0	0	0	0	1
2012	2011	20136450	20136450	0	0	1	1	0	0	0	0	1
2013	2012	20136450	20136450	0	0	1	1	0	0	0	0	1
2014	2013	20136450	20136450	0	0	1	1	0	0	0	0	1
2008	2007	20136450	24135450	0	0	1	1	1	0	0	0	0
2009	2008	20136480	20136480	0	0	1	1	0	0	0	0	1
2010	2009	20136480	20136480	0	0	1	1	0	0	0	0	1
2011	2010	20136480	20136480	0	0	1	1	0	0	0	0	1
2012	2011	20136480	20136480	0	0	1	1	0	0	0	0	1
2013	2012	20136480	20136480	0	0	1	1	0	0	0	0	1
2014	2013	20136480	20136480	0	0	1	1	0	0	0	0	1
2008	2007	20136480	24135430	0	0	2	1	0	0	1	0	0
2008	2007	20136480	24135470	0	0	2	1	0	0	1	0	0
2009	2008	20136500	20136500	0	0	1	1	0	0	0	0	1
2010	2009	20136500	20136500	0	0	1	1	0	0	0	0	1
2011	2010	20136500	20136500	0	0	1	1	0	0	0	0	1
2012	2011	20136500	20136500	0	0	1	1	0	0	0	0	1
2013	2012	20136500	20136500	0	0	1	1	0	0	0	0	1
2014	2013	20136500	20136500	0	0	1	1	0	0	0	0	1
2008	2007	20136500	24135500	0	0	1	1	1	0	0	0	0
2009	2008	20136600	20136600	0	0	1	1	0	0	0	0	1
2010	2009	20136600	20136600	0	0	1	1	0	0	0	0	1
2011	2010	20136600	20136600	0	0	1	1	0	0	0	0	1
2012	2011	20136600	20136600	0	0	1	1	0	0	0	0	1
2013	2012	20136600	20136600	0	0	1	1	0	0	0	0	1
2014	2013	20136600	20136600	0	0	1	1	0	0	0	0	1
2008	2007	20136600	24135600	0	0	1	1	1	0	0	0	0
2009	2008	20136700	20136700	0	0	1	1	0	0	0	0	1
2010	2009	20136700	20136700	0	0	1	1	0	0	0	0	1
2011	2010	20136700	20136700	0	0	1	1	0	0	0	0	1
2012	2011	20136700	20136700	0	0	1	1	0	0	0	0	1
2013	2012	20136700	20136700	0	0	1	1	0	0	0	0	1
2014	2013	20136700	20136700	0	0	1	1	0	0	0	0	1
2008	2007	20136700	24135700	0	0	1	1	1	0	0	0	0
2009	2008	20136800	20136800	0	0	1	1	0	0	0	0	1
2010	2009	20136800	20136800	0	0	1	1	0	0	0	0	1
2011	2010	20136800	20136800	0	0	1	1	0	0	0	0	1
2012	2011	20136800	20136800	0	0	1	1	0	0	0	0	1
2013	2012	20136800	20136800	0	0	1	1	0	0	0	0	1
2014	2013	20136800	20136800	0	0	1	1	0	0	0	0	1
2008	2007	20136800	24135850	0	0	2	1	0	0	1	0	0
2008	2007	20136800	24135870	0	0	2	1	0	0	1	0	0
2009	2008	20141120	20141120	0	0	1	1	0	0	0	0	1
2010	2009	20141120	20141120	0	0	1	1	0	0	0	0	1
2011	2010	20141120	20141120	0	0	1	1	0	0	0	0	1
2012	2011	20141120	20141120	0	0	1	1	0	0	0	0	1
2013	2012	20141120	20141120	0	0	1	1	0	0	0	0	1
2014	2013	20141120	20141120	0	0	1	1	0	0	0	0	1
2008	2007	20141120	24141120	0	0	1	1	1	0	0	0	0
2009	2008	20141130	20141130	0	0	1	1	0	0	0	0	1
2010	2009	20141130	20141130	0	0	1	1	0	0	0	0	1
2011	2010	20141130	20141130	0	0	1	1	0	0	0	0	1
2012	2011	20141130	20141130	0	0	1	1	0	0	0	0	1
2013	2012	20141130	20141130	0	0	1	1	0	0	0	0	1
2014	2013	20141130	20141130	0	0	1	1	0	0	0	0	1
2008	2007	20141130	24141130	0	0	1	1	1	0	0	0	0
2009	2008	20141140	20141140	0	0	1	1	0	0	0	0	1
2010	2009	20141140	20141140	0	0	1	1	0	0	0	0	1
2011	2010	20141140	20141140	0	0	1	1	0	0	0	0	1
2012	2011	20141140	20141140	0	0	1	1	0	0	0	0	1
2013	2012	20141140	20141140	0	0	1	1	0	0	0	0	1
2014	2013	20141140	20141140	0	0	1	1	0	0	0	0	1
2008	2007	20141140	24141140	0	0	1	1	1	0	0	0	0
2009	2008	20141150	20141150	0	0	1	1	0	0	0	0	1
2010	2009	20141150	20141150	0	0	1	1	0	0	0	0	1
2011	2010	20141150	20141150	0	0	1	1	0	0	0	0	1
2012	2011	20141150	20141150	0	0	1	1	0	0	0	0	1
2013	2012	20141150	20141150	0	0	1	1	0	0	0	0	1
2014	2013	20141150	20141150	0	0	1	1	0	0	0	0	1
2008	2007	20141150	24141150	0	0	1	1	1	0	0	0	0
2010	2009	20141160	20141160	0	0	1	1	0	0	0	0	1
2011	2010	20141160	20141160	0	0	1	1	0	0	0	0	1
2012	2011	20141160	20141160	0	0	1	1	0	0	0	0	1
2013	2012	20141160	20141160	0	0	1	1	0	0	0	0	1
2014	2013	20141160	20141160	0	0	1	1	0	0	0	0	1
2009	2008	20141160	20141165	0	0	2	1	0	0	1	0	0
2009	2008	20141160	20141167	0	0	2	1	0	0	1	0	0
2008	2007	20141165	24141165	0	0	1	1	1	0	0	0	0
2008	2007	20141167	24141167	0	0	1	1	1	0	0	0	0
2009	2008	20141190	20141190	0	0	1	1	0	0	0	0	1
2010	2009	20141190	20141190	0	0	1	1	0	0	0	0	1
2011	2010	20141190	20141190	0	0	1	1	0	0	0	0	1
2012	2011	20141190	20141190	0	0	1	1	0	0	0	0	1
2013	2012	20141190	20141190	0	0	1	1	0	0	0	0	1
2014	2013	20141190	20141190	0	0	1	1	0	0	0	0	1
2008	2007	20141190	24141190	0	0	1	1	1	0	0	0	0
2009	2008	20141213	20141213	0	0	1	1	0	0	0	0	1
2010	2009	20141213	20141213	0	0	1	1	0	0	0	0	1
2011	2010	20141213	20141213	0	0	1	1	0	0	0	0	1
2012	2011	20141213	20141213	0	0	1	1	0	0	0	0	1
2013	2012	20141213	20141213	0	0	1	1	0	0	0	0	1
2014	2013	20141213	20141213	0	0	1	1	0	0	0	0	1
2008	2007	20141213	24141213	0	0	1	1	1	0	0	0	0
2009	2008	20141215	20141215	0	0	1	1	0	0	0	0	1
2010	2009	20141215	20141215	0	0	1	1	0	0	0	0	1
2011	2010	20141215	20141215	0	0	1	1	0	0	0	0	1
2012	2011	20141215	20141215	0	0	1	1	0	0	0	0	1
2013	2012	20141215	20141215	0	0	1	1	0	0	0	0	1
