"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"491993","4","441900900080","441900000080","4419 00 90","4419 00","Of other wood","Tableware and kitchenware, of wood (excl. okoumé, obeche, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany [Swietenia spp.], imbuia, balsa, palissandre de Rio, palissandre du Brésil and palissandre de Rose; objects for furniture, ornamental objects, cooper's products, parts for wooden tableware and kitchenware, brushes, paintbrushes, brooms and hand sieves)","-"
"491994","3","442000000080","440020000090","4420","44","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture (excl. furniture, lighting fixtures and parts thereof)",
"491995","4","442010000080","442000000080","4420 10","4420","Statuettes and other ornaments, of wood","Statuettes and other ornaments, of wood (excl. wood marquetry and inlaid wood)",
"491996","5","442010110080","442010000080","4420 10 11","4420 10","Of tropical wood, as specified in additional note 2 to this chapter","Statuettes and other ornaments, of okoumé, obéché, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany ""Swietenia spp."", imbuia, balsa, palissandre de Rio, palissandre de Para and palissandre de rose (excl. wood marquetry and inlaid wood)","-"
"491997","5","442010190080","442010000080","4420 10 19","4420 10","Of other wood","Statuettes and other ornaments, of wood (excl. okoumé, obeche, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany [Swietenia spp.], imbuia, balsa, palissandre de Rio, palissandre du Brésil and palissandre de Rose; wood marquetry and inlaid wood)","-"
"491998","4","442090000080","442000000080","4420 90","4420","Other","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; wooden articles of furniture (excl. statuettes and other ornaments; furniture, lighting fixtures and parts thereof)",
"491999","5","442090100080","442090000080","4420 90 10","4420 90","Wood marquetry and inlaid wood","Wood marquetry and inlaid wood (excl. statuettes and other ornaments, articles of furniture, lamps and lighting fittings and parts thereof)","m3"
"492000","5","442090910010","442090000080",,"4420 90","Other",,
"492001","6","442090910080","442090910010","4420 90 91",,"Of tropical wood, as specified in additional note 2 to this chapter","Caskets and cases for jewellery or cutlery, and similar articles and articles of furniture of okoumé, obeche, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany ""Swietenia spp."", imbuia, balsa, palissandre de Rio, palissandre de Para and palissandre de Rose; statuettes and other ornaments, wood marquetry and inlaid wood, articles of furniture, lamps and lighting fittings and parts thereof","-"
"492002","6","442090990080","442090910010","4420 90 99",,"Other","Caskets and cases for jewellery or cutlery, and similar articles and articles of furniture (excl. okoumé, obeche, sapelli, sipo, acajou d'Afrique, makoré, iroko, tiama, mansonia, ilomba, dibétou, limba, azobé, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong, kempas, virola, mahogany ""Swietenia spp."", imbuia, balsa, palissandre de Rio, palissandre de Para and palissandre de Rose; statuettes and other ornaments, wood marquetry and inlaid wood, articles of furniture, lamps and lighting fittings and parts thereof)","-"
"492003","3","442100000080","440020000090","4421","44","Other articles of wood","Other articles of wood, n.e.s.",
"492004","4","442110000080","442100000080","4421 10 00","4421","Clothes hangers","Clothes hangers of wood","p/st"
"492005","4","442190000080","442100000080","4421 90","4421","Other","Other articles of wood, n.e.s.",
"492006","5","442190910080","442190000080","4421 90 91","4421 90","Of fibreboard","Articles of fibreboard, n.e.s.","-"
"492007","5","442190980080","442190000080","4421 90 98","4421 90","Other","Articles of wood, n.e.s.","-"
"492008","2","450020000090","440010000090","45","IX","CHAPTER 45 - CORK AND ARTICLES OF CORK","CORK AND ARTICLES OF CORK",
"492009","3","450100000080","450020000090","4501","45","Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork","Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered or ground cork",
"492010","4","450110000080","450100000080","4501 10 00","4501","Natural cork, raw or simply prepared","Natural cork, raw or simply prepared ""merely surface-worked or otherwise cleaned""","-"
"492011","4","450190000080","450100000080","4501 90 00","4501","Other","Cork waste; crushed, powdered or ground cork","-"
"492012","3","450200000080","450020000090","4502 00 00","45","Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)","Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets or strip, incl. sharp-edged blanks for corks or stoppers","-"
"492013","3","450300000080","450020000090","4503","45","Articles of natural cork","Articles of natural cork (excl. cork in square or rectangular blocks, plates, sheets or strips; sharp-edged blanks for corks or stoppers; footware and parts thereof; insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof)",
"492014","4","450310000080","450300000080","4503 10","4503","Corks and stoppers","Corks and stoppers of all types, of natural cork, incl. round-edged blanks",
"492015","5","450310100080","450310000080","4503 10 10","4503 10","Cylindrical","Corks and stoppers, cylindrical, of natural cork","-"
"492016","5","450310900080","450310000080","4503 10 90","4503 10","Other","Corks and stoppers of all types, incl. round-edged blanks (excl. cylindrical)","-"
"492017","4","450390000080","450300000080","4503 90 00","4503","Other","Articles of natural cork (excl. cork in square or rectangular blocks, plates, sheets or strips; corks, stoppers and cork blanks; footware and parts thereof; insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof)","-"
"492018","3","450400000080","450020000090","4504","45","Agglomerated cork (with or without a binding substance) and articles of agglomerated cork","Agglomerated cork, whith or without a binding substance, and articles of agglomerated cork (excl. footware and parts thereof, insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof)",
"492019","4","450410000080","450400000080","4504 10","4504","Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs","Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated cork",
"492020","5","450410110010","450410000080",,"4504 10","Corks and stoppers",,
"492021","6","450410110080","450410110010","4504 10 11",,"For sparkling wine, including those with discs of natural cork","Corks and stoppers, cylindrical, for sparkling wine, of agglomerated cork, incl. those with discs of natural cork","-"
"492022","6","450410190080","450410110010","4504 10 19",,"Other","Corks and stoppers, cylindrical, of agglomerated cork (excl. such products for sparkling wine)","-"
"492023","5","450410910010","450410000080",,"4504 10","Other",,
"492024","6","450410910080","450410910010","4504 10 91",,"With a binding substance","Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated cork, with a binding substance (excl. corks and stoppers)","-"
"492025","6","450410990080","450410910010","4504 10 99",,"Other","Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated cork, without binding substance (excl. corks and stoppers)","-"
"492026","4","450490000080","450400000080","4504 90","4504","Other","Agglomerated cork, whith or without a binding substance, and articles of agglomerated cork (excl. footware and parts thereof; insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof; blocks, plates, sheets or strips; tiles of any shape; solid cylinders, incl. discs)",
"492027","5","450490100080","450490000080","4504 90 10","4504 90","Gaskets, washers and other seals, for use in civil aircraft","Gaskets, washers and other seals of agglomerated cork, for civil aircraft","-"
"492028","5","450490910010","450490000080",,"4504 90","Other",,
"492029","6","450490910080","450490910010","4504 90 91",,"Corks and stoppers","Corks and stoppers, of agglomerated cork (excl. cylindrical)","-"
"492030","6","450490990080","450490910010","4504 90 99",,"Other","Agglomerated cork, whith or without a binding substance, and articles of agglomerated cork (excl. footwear and parts thereof, insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof; blocks, plates, sheets or strips; tiles of any shape; solid cylinders, incl. discs; corks and stoppers; gaskets, washers and other seals for civil aircraft of subheading 4504,9010)","-"
"492031","2","460020000090","440010000090","46","IX","CHAPTER 46 - MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK","MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK",
"492032","3","460100000080","460020000090","4601","46","Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands or woven, in sheet form, whether or not being finished articles (for example, mats, matting, screens)","Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, flat-woven or bound together in parallel, whether or not having the appearance of finished articles, e.g. mats, matting, screens (excl. wall coverings of heading 4814; twine, cord and rope; parts of footware or headgear)",
"492033","4","460120000080","460100000080","4601 20","4601","Mats, matting and screens of vegetable materials","Mats, matting and screens of vegetable plaiting materials, flat-woven or bound together in parallel",
"492034","5","460120100080","460120000080","4601 20 10","4601 20","Of plaits or similar products of plaiting materials","Mats, matting and screens of vegetable plaiting materials, flat-woven or bound together in parallel, of plaits or similar products of plaiting materials worked lengthwise","-"
"492035","5","460120900080","460120000080","4601 20 90","4601 20","Other","Mats, matting and screens of vegetable plaiting materials, flat-woven or bound together in parallel (excl. those of plaits or similar products of plaiting materials worked lengthwise)","-"
"492036","4","460191000010","460100000080",,"4601","Other",,
"492037","5","460191000080","460191000010","4601 91",,"Of vegetable materials","Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of vegetable plaiting materials, flat-woven or bound together in parallel (excl. mats, matting and screens; wall coverings of heading 4814; parts of footware or headgear)",
"492038","6","460191050080","460191000080","4601 91 05","4601 91","Plaits and similar products of plaiting materials, whether or not assembled into strips","Plaits and similar products of vegetable plaiting materials worked lengthwise, whether or not assembled into strips (excl. twine, cord and rope; parts of footware or headgear)","-"
"492039","6","460191100010","460191000080",,"4601 91","Other",,
"492040","7","460191100080","460191100010","4601 91 10",,"Of plaits or similar products of plaiting materials","Plaiting materials, plaits and similar products of vegetable materials, flat-woven or bound together in parallel, made of plaits or similar plaiting materials worked lengthwise (excl. mats, matting and screens; wall coverings of heading 4814; parts of footware or headgear)","-"
"492041","7","460191900080","460191100010","4601 91 90",,"Other","Plaiting materials, plaits and similar products of vegetable plaiting materials, flat-woven or bound together in parallel (excl. those of plaits or similar products of plaiting materials worked lengthwise; mats, matting and screens; wall coverings of heading 4814; parts of footware or headgear)","-"
"492042","5","460199000080","460191000010","4601 99",,"Other","Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven or bound together in parallel (excl. wall coverings of heading 4814; parts of footware or headgear)",
"492043","6","460199050080","460199000080","4601 99 05","4601 99","Plaits and similar products of plaiting materials, whether or not assembled into strips","Plaits and similar products of non-vegetable plaiting materials worked lengthwise, whether or not assembled into strips (excl. twine, cord and rope; parts of footware or headgear)","-"
"492044","6","460199100010","460199000080",,"4601 99","Other",,
"492045","7","460199100080","460199100010","4601 99 10",,"Of plaits or similar products of plaiting materials","Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven or bound together in parallel, made of plaits or similar plaiting materials worked lengthwise (excl. wall coverings of heading 4814; parts of footware or headgear)","-"
"492046","7","460199900080","460199100010","4601 99 90",,"Other","Plaiting materials, plaits and similar products of non-vegetable materials, flat-woven or bound together in parallel (excl. those made of plaits or similar products of plaiting materials worked lengthwise; wall coverings of heading 4814; parts of footware or headgear)","-"
"492047","3","460200000080","460020000090","4602","46","Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made-up from goods of heading No 4601; articles of loofah","Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made-up from goods of heading 4601, and articles of loofah (excl. wall coverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)",
"492048","4","460210000080","460200000080","4602 10","4602","Of vegetable materials","Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made-up from goods of heading 4601, and articles of loofah (excl. wall coverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)",
"492049","5","460210100080","460210000080","4602 10 10","4602 10","Straw envelopes for bottles","Bottle envelopes made directly from straw or from vegetable plaiting materials of heading 4601","-"
"492050","5","460210910010","460210000080",,"4602 10","Other",,
"492051","6","460210910080","460210910010","4602 10 91",,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials","Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials (excl. plaited-only bands or flat-woven articles; bottle envelopes of straw, wall coverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","-"
"492052","6","460210990080","460210910010","4602 10 99",,"Other","Basketwork, wickerwork and other articles, made-up from goods of vegetable materials of heading 4601, and articles of loofah (excl. plaited-only bands or flat-woven articles; bottle envelopes of straw, wall coverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","-"
"492053","4","460290000080","460200000080","4602 90 00","4602","Other","Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting materials or made-up from goods of non-vegetable plaiting materials of heading 4601 (excl. wall coverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","-"
"492054","1","470010000090",,"X",,"SECTION X - PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD; PAPER AND PAPERBOARD AND ARTICLES THEREOF",,
"492055","2","470020000090","470010000090","47","X","CHAPTER 47 - PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD","PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD",
"492056","3","470100000080","470020000090","4701 00","47","Mechanical wood pulp","Mechanical wood pulp, not chemically treated",
"492057","4","470100100080","470100000080","4701 00 10","4701 00","Thermo-mechanical wood pulp","Thermo-mechanical wood pulp, not chemically treated","kg 90 % sdt"
"492058","4","470100900080","470100000080","4701 00 90","4701 00","Other","Mechanical wood pulp, not chemically treated (excl. thermo-mechanical wood pulp)","kg 90 % sdt"
"492059","3","470200000080","470020000090","4702 00 00","47","Chemical wood pulp, dissolving grades","Chemical wood pulp, dissolving grades","kg 90 % sdt"
"492060","3","470300000080","470020000090","4703","47","Chemical wood pulp, soda or sulphate, other than dissolving grades","Chemical wood pulp, soda or sulphate (excl. dissolving grades)",
"492061","4","470311000010","470300000080",,"4703","Unbleached",,
"492062","5","470311000080","470311000010","4703 11 00",,"Coniferous","Unbleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","kg 90 % sdt"
"492063","5","470319000080","470311000010","4703 19 00",,"Non-coniferous","Unbleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","kg 90 % sdt"
"492064","4","470321000010","470300000080",,"4703","Semi-bleached or bleached",,
"492065","5","470321000080","470321000010","4703 21 00",,"Coniferous","Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","kg 90 % sdt"
"492066","5","470329000080","470321000010","4703 29 00",,"Non-coniferous","Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","kg 90 % sdt"
"492067","3","470400000080","470020000090","4704","47","Chemical wood pulp, sulphite, other than dissolving grades","Chemical wood pulp, sulphite (excl. dissolving grades)",
"492068","4","470411000010","470400000080",,"4704","Unbleached",,
"492069","5","470411000080","470411000010","4704 11 00",,"Coniferous","Unbleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)","kg 90 % sdt"
"492070","5","470419000080","470411000010","4704 19 00",,"Non-coniferous","Unbleached non-coniferous chemical wood pulp, sulphite (excl. dissolving grades)","kg 90 % sdt"
"492071","4","470421000010","470400000080",,"4704","Semi-bleached or bleached",,
"492072","5","470421000080","470421000010","4704 21 00",,"Coniferous","Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)","kg 90 % sdt"
"492073","5","470429000080","470421000010","4704 29 00",,"Non-coniferous","Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excl. dissolving grades)","kg 90 % sdt"
"492074","3","470500000080","470020000090","4705 00 00","47","Wood pulp obtained by a combination of mechanical and chemical pulping processes","Wood pulp obtained by a combination of mechanical and chemical pulping processes","kg 90 % sdt"
"492075","3","470600000080","470020000090","4706","47","Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material","Pulps of fibres derived from recovered ""waste and scrap"" paper or paperboard or of other fibrous cellulosic material (excl. wood)",
"492076","4","470610000080","470600000080","4706 10 00","4706","Cotton linters pulp","Pulp of cotton linters","-"
"492077","4","470620000080","470600000080","4706 20 00","4706","Pulps of fibres derived from recovered (waste and scrap) paper or paperboard","Pulps of fibres derived from recovered ""waste and scrap"" paper or paperboard","kg 90 % sdt"
"492078","4","470691000010","470600000080",,"4706","Other",,
"492079","5","470691000080","470691000010","4706 91 00",,"Mechanical","Mechanical pulp of fibrous cellulosic material (excl. that of wood, cotton linters and fibres derived from recovered [waste and scrap] paper or paperboard)","kg 90 % sdt"
"492080","5","470692000080","470691000010","4706 92 00",,"Chemical","Chemical pulp of fibrous cellulosic material (excl. that of wood, cotton linters and fibres derived from recovered [waste and scrap] paper or paperboard)","kg 90 % sdt"
"492081","5","470693000080","470691000010","4706 93 00",,"Semi-chemical","Semi-chemical pulp of fibrous cellulosic material (excl. that of wood, cotton linters and fibres derived from recovered [waste and scrap] paper or paperboard)","kg 90 % sdt"
"492082","3","470700000080","470020000090","4707","47","Recovered (waste and scrap) paper or paperboard","Recovered ""waste and scrap"" paper or paperboard (excl. paper wool)",
"492083","4","470710000080","470700000080","4707 10 00","4707","Unbleached Kraft paper or paperboard or corrugated paper or paperboard","Recovered ""waste and scrap"" paper or paperboard of unbleached kraft paper, corrugated paper or corrugated paperboard","-"
"492084","4","470720000080","470700000080","4707 20 00","4707","Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass","Recovered ""waste and scrap"" paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass","-"
"492085","4","470730000080","470700000080","4707 30","4707","Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)","Recovered ""waste and scrap"" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, journals and similar printed matter",
"492086","5","470730100080","470730000080","4707 30 10","4707 30","Old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material","Old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material","-"
"492087","5","470730900080","470730000080","4707 30 90","4707 30","Other","""Waste and scrap"" of paper or paperboard made mainly of mechanical pulp (excl. old and unsold newspapers and magazines, telephone directories, brochures and printed advertising material)","-"
"492088","4","470790000080","470700000080","4707 90","4707","Other, including unsorted waste and scrap","Recovered ""waste and scrap"" paper or paperboard, incl. unsorted waste and scrap (excl. waste and scrap of unbleached kraft paper or kraft paperboard, or of corrugated paper or corrugated paperboard, that of paper or paperboard made mainly of bleached chemical pulp not colured in the mass, that of paper or paperboard made mainly of mechanical pulp, and paper wool)",
"492089","5","470790100080","470790000080","4707 90 10","4707 90","Unsorted","Unsorted, recovered ""waste and scrap"" paper or paperboard (excl. paper wool)","-"
"492090","5","470790900080","470790000080","4707 90 90","4707 90","Sorted","Sorted, recovered ""waste and scrap"" paper or paperboard (excl. waste and scrap of unbleached kraft paper or kraft paperboard, or of corrugated paper or corrugated paperboard, that of paper or paperboard made mainly of bleached chemical pulp not colured in the mass, that of paper or paperboard made mainly of mechanical pulp, and paper wool)","-"
"492091","2","480020000090","470010000090","48","X","CHAPTER 48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD","PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD",
"492092","3","480100000080","480020000090","4801 00 00","48","Newsprint, in rolls or sheets","Newsprint, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state","-"
"492093","3","480200000080","480020000090","4802","48","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls or rectangular (including square) sheets, of any size, other than paper of heading No 4801 or 4803; hand-made paper and paperboard","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls or in square or rectangular sheets, of any size, and hand-made paper and paperboard (excl. newsprint of heading 4801 and paper and paperboard of heading 4803)",
"492094","4","480210000080","480200000080","4802 10 00","4802","Hand-made paper and paperboard","Handmade paper and paperboard of any size or shape","-"
"492095","4","480220000080","480200000080","4802 20 00","4802","Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard","Paper and paperboard of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper and paperboard, uncoated, in rolls or in square or rectangular sheets, of any size","-"
"492096","4","480230000080","480200000080","4802 30 00","4802","Carbonising base paper","Carbonising base paper, uncoated, in rolls or in square or rectangular sheets, of any size","-"
"492097","4","480240000080","480200000080","4802 40","4802","Wallpaper base","Wallpaper base, uncoated",
"492098","5","480240100080","480240000080","4802 40 10","4802 40","Not containing fibres obtained by a mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres","Wallpaper base, uncoated, not containing fibres obtained by a mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres","-"
"492099","5","480240900080","480240000080","4802 40 90","4802 40","Other","Wallpaper base, uncoated, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical process","-"
"492100","4","480254000010","480200000080",,"4802","Other paper and paperboard, not containing fibres obtained by a mechanical or chemi-mechanical process or of which not more than 10 % by weight of the total fibre content consists of such fibres",,
"492101","5","480254000080","480254000010","4802 54",,"Weighing less than 40 g/m2","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls or in square or rectangular sheets, of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing < 40 g/m², n.e.s.",
"492102","6","480254100080","480254000080","4802 54 10","4802 54","Paper weighing not more than 15 g/m2 for use in stencil making","Uncoated paper, in rolls or in square or rectangular sheets, of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing <= 15 g/m², for use in stencil making","-"
"492103","6","480254900080","480254000080","4802 54 90","4802 54","Other","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls or in square or rectangular sheets, of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing < 40 g/m², n.e.s. (excl. weighing <= 15 g/m² for use in stencil making)","-"
"492104","5","480255000080","480254000010","4802 55 00",,"Weighing 40 g/m2 or more but not more than 150 g/m2, in rolls","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.","-"
"492105","5","480256000080","480254000010","4802 56",,"Weighing 40 g/m2 or more but not more than 150 g/m2, in sheets with one side not exceeding 435 mm and the other side not exceeding 297 mm in the unfolded state","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in square or rectangular sheets with one side <= 435 mm and the other side <= 297 mm in the unfolded state, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.",
"492106","6","480256100080","480256000080","4802 56 10","4802 56","With one side measuring 297 mm and the other side measuring 210 mm (A 4 format)","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rectangular sheets with one side measuring 297 mm and the other side 210 mm ""A4-format"", not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.","-"
"492107","6","480256900080","480256000080","4802 56 90","4802 56","Other","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in square or rectangular sheets with one side <= 435 mm and the other side <= 297 mm in the unfolded state, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s. (excl. with one side measuring 297 mm and the other side 210 mm in the unfolded state ""A4-format"")","-"
"492108","5","480257000080","480254000010","4802 57 00",,"Other, weighing 40 g/m2 or more but not more than 150 g/m2","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in square or rectangular sheets with one side > 435 mm or with one side <= 435 mm and the other side > 297 mm in the unfolded state,, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.","-"
"492109","5","480258000080","480254000010","4802 58",,"Weighing more than 150 g/m2","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls or in square or rectangular sheets, of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s.",
"492110","6","480258100080","480258000080","4802 58 10","4802 58","In rolls","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s.","-"
"492111","6","480258900080","480258000080","4802 58 90","4802 58","Other","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in square or rectangular sheets of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s.","-"
"492112","4","480261000010","480200000080",,"4802","Other paper and paperboard, of which more than 10 % by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process",,
"492113","5","480261000080","480261000010","4802 61",,"In rolls","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punch-cards and punch tape paper, in rolls of any size, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process, n.e.s.",
"492114","6","480261100080","480261000080","4802 61 10","4802 61","Newsprint, other than that of heading 4801","Newsprint, in rolls of a width <= 36 cm","-"
