cn2003	pc2003	many_one	one_many	many_many	simple	pc8plus	synthetic	notpc
"16030010"	"15131270"	1	0	0	0	"15131270"	0	0
"16030080"	"15131270"	1	0	0	0	"15131270"	0	0
"16041100"	"15201411"	0	0	0	1	"15201411"	0	0
"16041210"	"15201412"	1	0	0	0	"15201412"	0	0
"16041291"	"15201412"	1	0	0	0	"15201412"	0	0
"16041299"	"15201412"	1	0	0	0	"15201412"	0	0
"16041311"	"15201413"	1	0	0	0	"15201413"	0	0
"16041319"	"15201413"	1	0	0	0	"15201413"	0	0
"16041390"	"15201413"	1	0	0	0	"15201413"	0	0
"16041411"	"15201414"	1	0	0	0	"15201414"	0	0
"16041416"	"15201414"	1	0	0	0	"15201414"	0	0
"16041418"	"15201414"	1	0	0	0	"15201414"	0	0
"16041490"	"15201414"	1	0	0	0	"15201414"	0	0
"16041511"	"15201415"	1	0	0	0	"15201415"	0	0
"16041519"	"15201415"	1	0	0	0	"15201415"	0	0
"16041590"	"15201415"	1	0	0	0	"15201415"	0	0
"16041600"	"15201416"	0	0	0	1	"15201416"	0	0
"16041910"	"15201419"	1	0	0	0	"15201419"	0	0
"16041931"	"15201419"	1	0	0	0	"15201419"	0	0
"16041939"	"15201419"	1	0	0	0	"15201419"	0	0
"16041950"	"15201419"	1	0	0	0	"15201419"	0	0
"16041991"	"15201417"	0	0	0	1	"15201417"	0	0
"16041992"	"15201419"	1	0	0	0	"15201419"	0	0
"16041993"	"15201419"	1	0	0	0	"15201419"	0	0
"16041994"	"15201419"	1	0	0	0	"15201419"	0	0
"16041995"	"15201419"	1	0	0	0	"15201419"	0	0
"16041998"	"15201419"	1	0	0	0	"15201419"	0	0
"16042005"	"15201430"	1	0	0	0	"15201430"	0	0
"16042010"	"15201430"	1	0	0	0	"15201430"	0	0
"16042030"	"15201430"	1	0	0	0	"15201430"	0	0
"16042040"	"15201430"	1	0	0	0	"15201430"	0	0
"16042050"	"15201430"	1	0	0	0	"15201430"	0	0
"16042070"	"15201430"	1	0	0	0	"15201430"	0	0
"16042090"	"15201430"	1	0	0	0	"15201430"	0	0
"16043010"	"15201451"	0	0	0	1	"15201451"	0	0
"16043090"	"15201459"	0	0	0	1	"15201459"	0	0
"16051000"	"15201600"	1	0	0	0	"15201600"	0	0
"16052010"	"15201600"	1	0	0	0	"15201600"	0	0
"16052091"	"15201600"	1	0	0	0	"15201600"	0	0
"16052099"	"15201600"	1	0	0	0	"15201600"	0	0
"16053010"	"15201600"	1	0	0	0	"15201600"	0	0
"16053090"	"15201600"	1	0	0	0	"15201600"	0	0
"16054000"	"15201600"	1	0	0	0	"15201600"	0	0
"16059011"	"15201600"	1	0	0	0	"15201600"	0	0
"16059019"	"15201600"	1	0	0	0	"15201600"	0	0
"16059030"	"15201600"	1	0	0	0	"15201600"	0	0
"16059090"	"15201600"	1	0	0	0	"15201600"	0	0
"17011110"	"15831100"	1	0	0	0	"15831100"	0	0
"17011190"	"15831100"	1	0	0	0	"15831100"	0	0
"17011210"	"15831100"	1	0	0	0	"15831100"	0	0
"17011290"	"15831100"	1	0	0	0	"15831100"	0	0
"17019100"	"15831330"	0	0	0	1	"15831330"	0	0
"17019910"	"15831230"	0	0	0	1	"15831230"	0	0
"17019990"	"15831290"	0	0	0	1	"15831290"	0	0
"17021100"	"15515400"	1	0	0	0	"15515400"	0	0
"17021900"	"15515400"	1	0	0	0	"15515400"	0	0
"17022010"	"15831350"	1	0	0	0	"15831350"	0	0
"17022090"	"15831350"	1	0	0	0	"15831350"	0	0
"17023010"	"15622110"	1	0	0	0	"15622110"	0	0
"17023051"	"15622110"	1	0	0	0	"15622110"	0	0
"17023059"	"15622110"	1	0	0	0	"15622110"	0	0
"17023091"	"15622110"	1	0	0	0	"15622110"	0	0
"17023099"	"15622110"	1	0	0	0	"15622110"	0	0
"17024010"	"15622110"	1	0	0	0	"15622110"	0	0
"17024090"	"15622110"	1	0	0	0	"15622110"	0	0
"17025000"	"15622120"	1	0	0	0	"15622120"	0	0
"17026010"	"15622120"	1	0	0	0	"15622120"	0	0
"17026080"	"15622120"	1	0	0	0	"15622120"	0	0
"17026095"	"15622120"	1	0	0	0	"15622120"	0	0
